,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
43,44,0.34869,64.233.185.147,Target,TLSv1.2,93,Application Data,False,,,Browsing,6,Application Data,,,,,,1.0000000000287557e-06,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TLSv1.2,TLSv1.2,85,86,165,382,54,54,85,85,618,False,False,False,False,False,False,False,True,False,0.0,9.999999999732445e-07,0.0,0.02547499999999997,0.009035000000000015,0.003166000000000002,0.00011600000000000499,0.00020700000000001273,0.0006109999999999727
44,45,0.34876999999999997,Target,64.233.185.147,TCP,54,51753  >  443 [ACK] Seq=981 Ack=3759 Win=129792 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],981,3759,129792,0,7.999999999996898e-05,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TLSv1.2,93,85,86,165,382,54,54,85,85,False,False,False,False,False,False,False,False,True,1.0000000000287557e-06,0.0,9.999999999732445e-07,0.0,0.02547499999999997,0.009035000000000015,0.003166000000000002,0.00011600000000000499,0.00020700000000001273
45,46,0.349012,Target,64.233.185.147,TLSv1.2,93,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.00024200000000001998,TCP,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,54,93,85,86,165,382,54,54,85,True,False,False,False,False,False,False,False,False,7.999999999996898e-05,1.0000000000287557e-06,0.0,9.999999999732445e-07,0.0,0.02547499999999997,0.009035000000000015,0.003166000000000002,0.00011600000000000499
46,47,0.36535300000000004,64.233.185.147,Target,TCP,54,443  >  51753 [ACK] Seq=3759 Ack=1020 Win=66304 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3759,1020,66304,0,0.01634100000000005,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TLSv1.2,TCP,TCP,93,54,93,85,86,165,382,54,54,True,True,False,False,False,False,False,False,False,0.00024200000000001998,7.999999999996898e-05,1.0000000000287557e-06,0.0,9.999999999732445e-07,0.0,0.02547499999999997,0.009035000000000015,0.003166000000000002
47,48,0.759994,Target,104.16.249.249,TLSv1.2,115,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.559063,TCP,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TLSv1.2,,,54,85,413,54,54,136,115,,,True,False,False,False,False,True,True,,,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0,0.011944999999999983,0.000128000000000017,,,
48,49,0.760109,Target,104.16.249.249,TLSv1.2,148,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.00011500000000008725,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TLSv1.2,,115,54,85,413,54,54,136,115,,True,True,False,False,False,False,True,True,,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0,0.011944999999999983,0.000128000000000017,,
49,50,0.7720640000000001,104.16.249.249,Target,TCP,54,443  >  51749 [ACK] Seq=391 Ack=299 Win=32 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],391,299,32,0,0.011955000000000049,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TLSv1.2,148,115,54,85,413,54,54,136,115,True,True,True,False,False,False,False,True,True,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0,0.011944999999999983,0.000128000000000017,
50,51,0.7776350000000001,104.16.249.249,Target,TLSv1.2,409,Application Data,False,,,Browsing,6,Application Data,,,,,,0.005570999999999993,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,54,148,115,54,85,413,54,54,136,False,True,True,True,False,False,False,False,True,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0,0.011944999999999983,0.000128000000000017
51,52,0.7776350000000001,104.16.249.249,Target,TLSv1.2,85,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TCP,409,54,148,115,54,85,413,54,54,False,False,True,True,True,False,False,False,False,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0,0.011944999999999983
52,53,0.777694,Target,104.16.249.249,TCP,54,51749  >  443 [ACK] Seq=299 Ack=777 Win=512 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],299,777,512,0,5.899999999992023e-05,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,85,409,54,148,115,54,85,413,54,False,False,False,True,True,True,False,False,False,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835,0.0
53,54,0.788552,Target,52.39.224.180,TCP,66,51754  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,True,Windows 10,Firefox,Browsing,6,  >   [SYN] Seq= Win= Len= MSS= WS= SACK_PERM=,[SYN],0,,64240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,0.832435,Target,104.16.249.249,TLSv1.2,115,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.05474100000000004,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,54,85,409,54,148,115,54,85,413,True,False,False,False,True,True,True,False,False,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06,0.0026199999999999835
55,56,0.8325440000000001,Target,104.16.249.249,TLSv1.2,138,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.00010900000000002574,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,115,54,85,409,54,148,115,54,85,True,True,False,False,False,True,True,True,False,0.05474100000000004,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05,1.000000000001e-06
56,57,0.845217,104.16.249.249,Target,TCP,54,443  >  51749 [ACK] Seq=777 Ack=444 Win=32 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],777,444,32,0,0.012672999999999934,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,138,115,54,85,409,54,148,115,54,True,True,True,False,False,False,True,True,True,0.00010900000000002574,0.05474100000000004,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063,4.500000000001725e-05
57,58,0.8515799999999999,104.16.249.249,Target,TLSv1.2,258,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0063629999999998965,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,54,138,115,54,85,409,54,148,115,False,True,True,True,False,False,False,True,True,0.012672999999999934,0.00010900000000002574,0.05474100000000004,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725,0.559063
58,59,0.852791,104.16.249.249,Target,TLSv1.2,85,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0012110000000000731,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,258,54,138,115,54,85,409,54,148,False,False,True,True,True,False,False,False,True,0.0063629999999998965,0.012672999999999934,0.00010900000000002574,0.05474100000000004,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049,0.00011500000000008725
59,60,0.8528370000000001,Target,104.16.249.249,TCP,54,51749  >  443 [ACK] Seq=444 Ack=1012 Win=511 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],444,1012,511,0,4.6000000000101515e-05,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,85,258,54,138,115,54,85,409,54,False,False,False,True,True,True,False,False,False,0.0012110000000000731,0.0063629999999998965,0.012672999999999934,0.00010900000000002574,0.05474100000000004,5.899999999992023e-05,0.0,0.005570999999999993,0.011955000000000049
60,61,0.8537809999999999,Target,157.240.14.35,TCP,66,51755  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,True,Windows 10,Firefox,Browsing,6,  >   [SYN] Seq= Win= Len= MSS= WS= SACK_PERM=,[SYN],0,,64240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,0.8825,52.39.224.180,Target,TCP,58,"443  >  51754 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1380",False,,,Browsing,6,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,26883,0,0.09394799999999992,TCP,,,,,,,,,66,,,,,,,,,True,,,,,,,,,,,,,,,,,
62,63,0.882501,157.240.14.35,Target,TCP,66,"443  >  51755 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256",False,,,Browsing,6,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS= SACK_PERM= WS=","[SYN, ACK]",0,1,28000,0,0.02872000000000008,TCP,,,,,,,,,66,,,,,,,,,True,,,,,,,,,,,,,,,,,
63,64,0.882597,Target,52.39.224.180,TCP,54,51754  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,64240,0,9.700000000001374e-05,TCP,TCP,,,,,,,,58,66,,,,,,,,False,True,,,,,,,,0.09394799999999992,,,,,,,,
64,65,0.8826579999999999,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,131072,0,0.00015699999999996272,TCP,TCP,,,,,,,,66,66,,,,,,,,False,True,,,,,,,,0.02872000000000008,,,,,,,,
65,66,0.884882,Target,52.39.224.180,TLSv1.2,571,Client Hello,True,Windows 10,Firefox,Browsing,6,Client Hello,,,,,,0.0022849999999999815,TCP,TCP,TCP,,,,,,,54,58,66,,,,,,,True,False,True,,,,,,,9.700000000001374e-05,0.09394799999999992,,,,,,,
66,67,0.88735,Target,157.240.14.35,TLSv1.3,571,Client Hello,True,Windows 10,Firefox,Browsing,6,Client Hello,,,,,,0.0046920000000000295,TCP,TCP,TCP,,,,,,,54,66,66,,,,,,,True,False,True,,,,,,,0.00015699999999996272,0.02872000000000008,,,,,,,
67,68,0.903908,157.240.14.35,Target,TCP,54,443  >  51755 [ACK] Seq=1 Ack=518 Win=29184 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,29184,0,0.016558000000000073,TLSv1.3,TCP,TCP,TCP,,,,,,571,54,66,66,,,,,,True,True,False,True,,,,,,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,,,,,,
68,69,0.9057879999999999,157.240.14.35,Target,TLSv1.3,1434,"Server Hello, Change Cipher Spec, Application Data",False,,,Browsing,6,"Server Hello, Change Cipher Spec, Application Data",,,,,,0.0018799999999998818,TCP,TLSv1.3,TCP,TCP,TCP,,,,,54,571,54,66,66,,,,,False,True,True,False,True,,,,,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,,,,,
69,70,0.9057879999999999,157.240.14.35,Target,TLSv1.3,434,"[TCP Previous segment not captured] , Continuation Data",False,,,Browsing,6,"[TCP Previous segment not captured] , Continuation Data",,,,,,0.0,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,,,,1434,54,571,54,66,66,,,,False,False,True,True,False,True,,,,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,,,,
70,71,0.905852,Target,157.240.14.35,TCP,66,51755  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3141,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],518,1381,131072,0,6.4000000000064e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,,,434,1434,54,571,54,66,66,,,False,False,False,True,True,False,True,,,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,,,
71,72,0.907013,157.240.14.35,Target,TCP,1434,[TCP Out-Of-Order] 443  >  51755 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380,False,,,Browsing,6,[TCP Out-Of-Order]   >   [ACK] Seq= Ack= Win= Len=,[ACK],1381,518,29184,1380,0.0011609999999999676,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,,66,434,1434,54,571,54,66,66,,True,False,False,False,True,True,False,True,,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,,
72,73,0.907067,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=518 Ack=3141 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,3141,131072,0,5.3999999999998494e-05,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,1434,66,434,1434,54,571,54,66,66,False,True,False,False,False,True,True,False,True,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008,
73,75,0.928208,72.21.91.29,Target,TCP,54,80  >  51750 [ACK] Seq=1 Ack=382 Win=290 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,382,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,77,0.931033,Target,157.240.14.35,TLSv1.3,118,"Change Cipher Spec, Application Data",True,Windows 10,Firefox,Browsing,6,"Change Cipher Spec, Application Data",,,,,,0.023966000000000043,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,54,1434,66,434,1434,54,571,54,66,True,False,True,False,False,False,True,True,False,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272,0.02872000000000008
75,78,0.9318549999999999,Target,157.240.14.35,TLSv1.3,224,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.0008219999999998784,TLSv1.3,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,118,54,1434,66,434,1434,54,571,54,True,True,False,True,False,False,False,True,True,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295,0.00015699999999996272
76,79,0.931941,Target,157.240.14.35,TLSv1.3,496,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,8.600000000014152e-05,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,224,118,54,1434,66,434,1434,54,571,True,True,True,False,True,False,False,False,True,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073,0.0046920000000000295
77,80,0.9478850000000001,157.240.14.35,Target,TLSv1.3,232,Application Data,False,,,Browsing,6,Application Data,,,,,,0.01594400000000007,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,496,224,118,54,1434,66,434,1434,54,True,True,True,True,False,True,False,False,False,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818,0.016558000000000073
78,81,0.94862,157.240.14.35,Target,TLSv1.3,128,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0007349999999999302,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TLSv1.3,TLSv1.3,232,496,224,118,54,1434,66,434,1434,False,True,True,True,True,False,True,False,False,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0,0.0018799999999998818
79,82,0.9486209999999999,157.240.14.35,Target,TLSv1.3,85,Application Data,False,,,Browsing,6,Application Data,,,,,,9.999999999177334e-07,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TLSv1.3,128,232,496,224,118,54,1434,66,434,False,False,True,True,True,True,False,True,False,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05,0.0
80,83,0.948681,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=1194 Ack=3424 Win=130816 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1194,3424,130816,0,6.0000000000060005e-05,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TCP,85,128,232,496,224,118,54,1434,66,False,False,False,True,True,True,True,False,True,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676,6.4000000000064e-05
81,84,0.948741,Target,157.240.14.35,TLSv1.3,85,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,5.999999999994898e-05,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,54,85,128,232,496,224,118,54,1434,True,False,False,False,True,True,True,True,False,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05,0.0011609999999999676
82,85,0.9519620000000001,157.240.14.35,Target,TLSv1.3,89,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0032210000000001404,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,85,54,85,128,232,496,224,118,54,True,True,False,False,False,True,True,True,True,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043,5.3999999999998494e-05
83,86,0.964633,52.39.224.180,Target,TCP,54,443  >  51754 [ACK] Seq=1 Ack=518 Win=26800 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,26800,0,0.07975100000000002,TLSv1.2,TCP,TCP,TCP,,,,,,571,54,58,66,,,,,,True,True,False,True,,,,,,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,,,,,,
84,87,0.967469,52.39.224.180,Target,TLSv1.2,1354,Server Hello,False,,,Browsing,6,Server Hello,,,,,,0.0028360000000000607,TCP,TLSv1.2,TCP,TCP,TCP,,,,,54,571,54,58,66,,,,,False,True,True,False,True,,,,,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,,,,,
85,88,0.9674709999999999,52.39.224.180,Target,TCP,1354,443  >  51754 [ACK] Seq=1301 Ack=518 Win=26800 Len=1300 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],1301,518,26800,1300,1.9999999998354667e-06,TLSv1.2,TCP,TLSv1.2,TCP,TCP,TCP,,,,1354,54,571,54,58,66,,,,False,False,True,True,False,True,,,,0.0028360000000000607,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,,,,
86,89,0.967535,Target,52.39.224.180,TCP,54,51754  >  443 [ACK] Seq=518 Ack=2601 Win=64860 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2601,64860,0,6.400000000017503e-05,TCP,TLSv1.2,TCP,TLSv1.2,TCP,TCP,TCP,,,1354,1354,54,571,54,58,66,,,False,False,False,True,True,False,True,,,1.9999999998354667e-06,0.0028360000000000607,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,,,
87,90,0.968195,52.39.224.180,Target,TLSv1.2,468,"Certificate, Server Key Exchange, Server Hello Done",False,,,Browsing,6,"Certificate, Server Key Exchange, Server Hello Done",,,,,,0.0006599999999999939,TCP,TCP,TLSv1.2,TCP,TLSv1.2,TCP,TCP,TCP,,54,1354,1354,54,571,54,58,66,,True,False,False,False,True,True,False,True,,6.400000000017503e-05,1.9999999998354667e-06,0.0028360000000000607,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,,
88,91,0.969598,Target,72.21.91.29,TCP,54,51750  >  80 [ACK] Seq=382 Ack=789 Win=512 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],382,789,512,0,0.04138999999999993,TCP,,,,,,,,,54,,,,,,,,,False,,,,,,,,,,,,,,,,,
89,92,0.971541,Target,52.39.224.180,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",True,Windows 10,Firefox,Browsing,6,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,0.00334599999999996,TLSv1.2,TCP,TCP,TLSv1.2,TCP,TLSv1.2,TCP,TCP,TCP,468,54,1354,1354,54,571,54,58,66,False,True,False,False,False,True,True,False,True,0.0006599999999999939,6.400000000017503e-05,1.9999999998354667e-06,0.0028360000000000607,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992,
90,93,0.971877,Target,52.39.224.180,TLSv1.2,1038,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.00033600000000000296,TLSv1.2,TLSv1.2,TCP,TCP,TLSv1.2,TCP,TLSv1.2,TCP,TCP,180,468,54,1354,1354,54,571,54,58,True,False,True,False,False,False,True,True,False,0.00334599999999996,0.0006599999999999939,6.400000000017503e-05,1.9999999998354667e-06,0.0028360000000000607,0.07975100000000002,0.0022849999999999815,9.700000000001374e-05,0.09394799999999992
91,94,0.9923360000000001,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=1225 Ack=3459 Win=130560 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1225,3459,130560,0,0.04037400000000002,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,89,85,54,85,128,232,496,224,118,False,True,True,False,False,False,True,True,True,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784,0.023966000000000043
92,95,1.005999,157.240.14.35,Target,TCP,54,443  >  51755 [ACK] Seq=3459 Ack=1225 Win=31232 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3459,1225,31232,0,0.01366299999999998,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,54,89,85,54,85,128,232,496,224,True,False,True,True,False,False,False,True,True,0.04037400000000002,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05,0.0008219999999998784
93,96,1.014945,157.240.14.35,Target,TLSv1.3,998,Application Data,False,,,Browsing,6,Application Data,,,,,,0.008945999999999898,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,54,54,89,85,54,85,128,232,496,False,True,False,True,True,False,False,False,True,0.01366299999999998,0.04037400000000002,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007,8.600000000014152e-05
94,97,1.034359,157.240.14.35,Target,TLSv1.3,1283,Application Data,False,,,Browsing,6,Application Data,,,,,,0.019414000000000042,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,998,54,54,89,85,54,85,128,232,False,False,True,False,True,True,False,False,False,0.008945999999999898,0.01366299999999998,0.04037400000000002,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302,0.01594400000000007
95,98,1.034417,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=1225 Ack=5632 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1225,5632,131072,0,5.799999999989147e-05,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1283,998,54,54,89,85,54,85,128,False,False,False,True,False,True,True,False,False,0.019414000000000042,0.008945999999999898,0.01366299999999998,0.04037400000000002,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07,0.0007349999999999302
96,99,1.0374809999999999,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0030639999999999556,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,1283,998,54,54,89,85,54,85,True,False,False,False,True,False,True,True,False,5.799999999989147e-05,0.019414000000000042,0.008945999999999898,0.01366299999999998,0.04037400000000002,0.0032210000000001404,5.999999999994898e-05,6.0000000000060005e-05,9.999999999177334e-07
